Pkey,AreaID,UploadTime,SystemTime,Class,LastEndTime,StartTime,EndTime,Partnum,Lotnum,Layer,ProcName,EQID,MachineNo,IType,Inputpcs,Outputpcs,WID,User,OP,Remark,NCN,Version,Flag,Count,CreateTime,Enable
1243,39,2024-01-21 07:48:02.000,2024-01-18 20:35:00.390,N,2024-01-13 02:15:00.000,2024-01-18 20:37:32.000,2024-01-19 02:36:31.120,2147092H04,23CB3020-04-00,-Outer,IMT1PRE1,H3 表面前處理線,IMTPRE1033,C_量產,36,36,47788,"林英智              ",79028,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1244,9,2024-01-13 05:42:03.000,2024-01-13 03:09:16.600,N,2024-01-13 02:17:00.000,2024-01-13 03:33:32.000,2024-01-13 05:37:16.010,2231551A02,24183020-01-00,-L5L6,PLG1VCP1,H3 真空塞孔 #03,PLGVCP1033,C_量產,48,48,49021,"賴彥志              ",26254,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1245,9,2024-01-14 08:53:24.000,2024-01-13 07:37:23.770,D,2024-01-13 02:16:00.000,2024-01-13 14:26:36.000,2024-01-13 16:01:52.283,5808342B03,241A3016-01-00,-L8L9,PLG1VCP1,H3 真空塞孔 #03,PLGVCP1033,C_量產,48,48,25447,"邱祥恩              ",25447,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1246,51,2024-01-13 03:38:41.000,2024-01-13 02:24:00.000,N,2024-01-13 02:16:00.000,2024-01-13 02:27:00.000,2024-01-13 03:35:00.000,2231551A02,24143009-05-00,-L5L6,ABF1MPO1,H3 直立式烤箱 BOX OVEN# 04-B1,ABFMPO2073,C_量產,48,48,Z1213,平納銳,平納銳,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1248,70,2024-01-13 06:09:11.000,2024-01-13 02:15:13.287,N,2024-01-13 02:15:00.000,2024-01-13 02:31:17.000,2024-01-13 03:26:12.093,3262019A07,24133027-02-02,-L9L12,LTH1UDI1,H3 SAPCF LDI #06,LTHEXP2063,QC_急單量產,1,1,25401,"何宜穎              ",49599,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1249,70,2024-01-17 21:15:32.000,2024-01-13 02:20:31.313,D,2024-01-13 02:20:00.000,2024-01-13 13:04:57.000,2024-01-13 13:58:30.790,2230634A05,23CI3010-01-00,-L5L14,LTH1UDI1,H3 SAPCF LDI #08,LTHEXP2083,QC_急單量產,36,36,50722,"鐘志旺              ",56563,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1250,70,2024-01-13 05:28:08.000,2024-01-13 02:21:51.663,N,2024-01-13 02:21:00.000,2024-01-13 04:19:00.000,2024-01-13 05:22:57.077,2231551A02,23CT3025-05-00,-L3L8,LTH1UDI1,H3 SAPCF LDI #06,LTHEXP2063,C_量產,48,48,25401,"何宜穎              ",49599,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1251,3,2024-02-06 17:47:37.000,2024-01-14 06:43:59.223,N,2024-01-13 01:44:00.000,2024-01-14 06:44:07.030,2024-01-15 01:45:37.817,2836A87F03,241C3019-01-00,-L7L8,MDL2MDL1,H3 HITACHI 鑽孔機 330K #45,MDLMDL2163,C_量產,30,30,77743,"孟妮葵              ",Z0944,NULL,NULL,2.0.24.01.31.1,1,0,NULL,1
1252,3,2024-02-06 17:47:37.000,2024-01-13 10:26:39.007,D,2024-01-13 01:44:00.000,2024-01-13 10:27:00.130,2024-01-15 16:45:15.900,2231510B04,241C3009-03-00,-L4L5,MDL2MDL1,H3 HITACHI 鑽孔機 200K #03,MDLMDL1033,C_量產,48,48,77743,"孟妮葵              ",77743,NULL,NULL,2.0.24.01.31.1,1,0,NULL,1
1253,40,2024-01-23 10:58:15.000,2024-01-13 02:23:52.153,N,2024-01-13 02:23:00.000,2024-01-13 02:31:41.000,2024-01-13 04:10:01.823,PEIMT03A02,241C3023-01-00,-Outer,IMT1IMT1,H3 化錫線 #02,IMTIMT1023,E4_實驗4,28,28,47788,"林英智              ",77160,23AK6011-01-00,NULL,2.0.23.12.25.1,1,0,NULL,1
1254,40,2024-01-23 11:04:37.000,2024-01-13 02:24:04.220,N,2024-01-13 02:24:00.000,2024-01-13 02:59:54.000,2024-01-13 04:38:48.307,PEIMT03A02,241C3021-01-00,-Outer,IMT1IMT1,H3 化錫線 #02,IMTIMT1023,E4_實驗4,28,28,47788,"林英智              ",77160,23AF6004-01-00,NULL,2.0.23.12.25.1,1,0,NULL,1
1255,27,2024-01-13 09:07:49.000,2024-01-13 02:27:59.013,N,2024-01-13 02:27:00.000,2024-01-13 05:17:22.000,2024-01-13 06:05:37.710,2230193D09,23CF3038-01-00,-Outer,SMK1VPF1,H3 SM PET#03,SMKVPF1033,QC_急單量產,12,12,48199,"鄧守為              ",JEM,N/A,NULL,2.0.23.12.25.1,1,0,NULL,1
1257,11,2024-01-13 05:02:26.000,2024-01-13 02:28:00.000,N,2024-01-13 02:28:00.000,2024-01-13 03:10:00.000,2024-01-13 04:58:00.000,2103B51N02,24121085-01-00,-Outer,PLG1POS1,H3 Oven#04,PLGPOS1043,C_量產,34,34,49021,賴彥志,U10072,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1258,11,2024-01-13 05:02:26.000,2024-01-13 02:30:00.000,N,2024-01-13 02:29:00.000,2024-01-13 03:10:00.000,2024-01-13 04:58:00.000,2103B51N02,23CT1068-01-00,-Outer,PLG1POS1,H3 Oven#04,PLGPOS1043,C_量產,34,34,49021,賴彥志,U10072,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1259,6,2024-01-13 06:36:47.000,2024-01-13 02:28:36.277,N,2024-01-13 02:28:00.000,2024-01-13 04:35:43.000,2024-01-13 06:21:00.070,2231551A02,241A3001-03-00,-L5L6,PTH1PCU1,H3 CU PLATING LINE,PTHPCU1013,C_量產,48,48,48466,"游志斌              ",55128,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1263,51,2024-01-13 03:48:45.000,2024-01-13 02:36:00.000,N,2024-01-13 02:33:00.000,2024-01-13 02:44:00.000,2024-01-13 03:46:00.000,3262019A07,23C13006-03-00,-L3L18,ABF2MPO1,H3 直立式烤箱 BOX OVEN# 01-B1,ABFMPO2013,C_量產,48,48,Z1730,瑞馬克,瑞馬克,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1264,22,2024-01-19 23:14:38.000,2024-01-13 02:44:55.000,N,2024-01-13 02:41:00.000,2024-01-13 02:54:06.743,2024-01-13 03:42:37.240,2165300G03,23CC3013-01-02,-Outer,SMK1PTR2,H3 SM RC#8/RC#9,SMKPTR1043,C_量產,1,1,47803,"劉純如              ",78689,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
1265,51,2024-01-13 06:25:46.000,2024-01-13 04:18:00.000,N,2024-01-13 02:32:00.000,2024-01-13 04:28:00.000,2024-01-13 05:44:00.000,2231551A02,23CM3039-04-00,-L2L9,ABF2MPO1,H3 直立式烤箱 BOX OVEN# 04-B3,ABFMPO2113,C_量產,48,48,Z1213,平納銳,平納銳,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1266,51,2024-01-13 06:25:46.000,2024-01-13 04:18:24.967,N,2024-01-13 02:42:00.000,2024-01-13 04:28:43.000,2024-01-13 05:41:34.347,2231551A02,24123017-04-00,-L5L6,ABF1MPO1,H3 直立式烤箱 BOX OVEN# 04-B4,ABFMPO2123,C_量產,48,48,Z1213,"平納銳              ",平納銳,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1267,51,2024-01-13 06:25:46.000,2024-01-13 02:41:00.000,N,2024-01-13 02:41:00.000,2024-01-13 02:44:00.000,2024-01-13 03:46:00.000,2490Y14B03,23CR3032-03-00,-L4L9,ABF2MPO1,H3 直立式烤箱 BOX OVEN# 01-B1,ABFMPO2013,C_量產,47,47,Z1730,瑞馬克,瑞馬克,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1269,6,2024-01-13 07:47:30.000,2024-01-13 02:45:13.497,N,2024-01-13 02:45:00.000,2024-01-13 05:25:52.000,2024-01-13 07:47:19.980,3848029B02,24193021-01-00,-L10L11,PTH1PCU1,H3 CU PLATING LINE,PTHPCU1013,C_量產,48,48,48466,"游志斌              ",55128,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1270,42,2024-01-15 21:07:48.000,2024-01-13 04:21:18.883,N,2024-01-13 02:43:00.000,2024-01-13 04:22:22.000,2024-01-13 05:46:50.063,2230202C05,23CM3035-01-00,-Outer,IMT1DSC1,H3 DESCUM LINE #01,IMTDSC1013,QC_急單量產,40,40,48205,"詹耀仁              ",48122,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1274,67,2024-01-14 22:12:17.000,2024-01-13 02:53:44.420,N,2024-01-13 02:53:00.000,2024-01-13 04:01:21.000,2024-01-13 04:45:41.687,2230270B05,23CI3018-01-00,-Outer,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,QC_急單量產,18,18,48310,"杜志仁              ",Z1385,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1275,67,2024-01-14 22:12:17.000,2024-01-13 02:53:00.000,N,2024-01-13 02:53:00.000,2024-01-13 05:48:00.000,2024-01-13 06:16:00.000,2231551A02,23CQ3006-01-00,-L2L9,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,C_量產,48,48,48310,杜志仁,Z1385,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1276,67,2024-01-13 13:53:56.000,2024-01-13 02:53:37.663,D,2024-01-13 02:53:00.000,2024-01-13 12:37:05.000,2024-01-13 13:52:17.670,3288008AT1,23BG3023-01-00,-Outer,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,E2_實驗2,3,3,48310,"杜志仁              ",10602,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1277,67,2024-01-13 04:50:42.000,2024-01-13 02:53:31.573,N,2024-01-13 02:53:00.000,2024-01-13 04:16:57.000,2024-01-13 04:46:02.027,3288008AT2,23BG3024-01-01,-Outer,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,E2_實驗2,1,1,48310,"杜志仁              ",Z1385,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1278,67,2024-01-13 04:50:42.000,2024-01-13 02:53:16.137,N,2024-01-13 02:53:00.000,2024-01-13 04:11:54.000,2024-01-13 04:45:48.547,PDINS01N01,23CL3023-01-00,-Outer,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,E3_實驗3,4,4,48310,"杜志仁              ",Z1385,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1279,67,2024-01-13 04:50:42.000,2024-01-13 02:53:25.077,N,2024-01-13 02:53:00.000,2024-01-13 04:14:20.000,2024-01-13 04:45:54.647,PDINS01R01,23CL3024-01-00,-Outer,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,E3_實驗3,4,4,48310,"杜志仁              ",Z1385,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1280,70,2024-01-13 06:09:11.000,2024-01-13 02:59:58.287,N,2024-01-13 02:59:00.000,2024-01-13 04:44:21.000,2024-01-13 05:28:55.280,2231551A02,23CT3025-06-00,-L3L8,LTH1UDI1,H3 SAPCF LDI #08,LTHEXP2083,C_量產,48,48,50722,"鐘志旺              ",49599,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1281,70,2024-01-13 20:27:36.000,2024-01-13 02:59:23.380,N,2024-01-13 02:59:00.000,2024-01-13 19:46:09.000,2024-01-13 20:26:28.880,3288006GT5,23BA3012-01-00,-Outer,LTH1UDI1,H3 SAPCF LDI #08,LTHEXP2083,E2_實驗2,4,4,50722,"鐘志旺              ",78841,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1282,70,2024-01-13 06:09:11.000,2024-01-13 02:59:36.563,N,2024-01-13 02:59:00.000,2024-01-13 04:29:32.000,2024-01-13 04:53:35.030,2230618T01,23BH3016-01-00,-L2L17,LTH1UDI1,H3 SAPCF LDI #08,LTHEXP2083,E3_實驗3,10,10,50722,"鐘志旺              ",49599,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1283,70,2024-01-13 04:02:35.000,2024-01-13 02:59:28.787,N,2024-01-13 02:33:00.000,2024-01-13 03:18:11.000,2024-01-13 04:01:37.877,2230634A05,23C43018-03-00,-Outer,LTH1UDI1,H3 SAPCF LDI #08,LTHEXP2083,QC_急單量產,42,42,50722,"鐘志旺              ",49599,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1284,67,2024-01-14 22:12:17.000,2024-01-13 03:00:58.490,N,2024-01-13 03:00:00.000,2024-01-13 03:41:31.000,2024-01-13 04:12:02.857,2287063A01,23CI3005-01-00,-Outer,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,QS_急料樣品,12,12,48310,"杜志仁              ",14595,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1285,40,2024-01-29 16:47:11.000,2024-01-13 03:05:04.237,N,2024-01-13 03:05:00.000,2024-01-13 03:26:26.000,2024-01-13 04:39:25.623,PEIMT03A02,241C3022-01-00,-Outer,IMT1IMT1,H3 化錫線 #02,IMTIMT1023,E4_實驗4,28,28,47788,"林英智              ",77160,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1287,51,2024-01-13 06:35:53.000,2024-01-13 03:06:38.750,N,2024-01-13 02:59:00.000,2024-01-13 03:10:48.000,2024-01-13 03:54:04.100,3262019A07,23C63013-03-00,-L5L16,ABF2MPO1,H3 直立式烤箱 BOX OVEN# 07-B1,ABFMPO2173,C_量產,48,48,Z1730,"瑞馬克              ",瑞馬克,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1291,7,2024-01-13 07:18:36.000,2024-01-13 01:34:00.000,N,2024-01-13 01:33:00.000,2024-01-13 01:58:00.000,2024-01-13 03:01:00.000,3262019A07,241A3012-02-00,-L10L11,PLG1ANL1,H3 DVCP後烘烤烤箱 #01-B2,PTHPOS1053,QC_急單量產,48,48,48399,邱奕凱,Z1002,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1292,7,2024-01-13 07:18:36.000,2024-01-13 01:47:00.000,N,2024-01-13 01:47:00.000,2024-01-13 01:58:00.000,2024-01-13 03:01:00.000,3262019A07,241A3012-03-00,-L10L11,PLG1ANL1,H3 DVCP後烘烤烤箱 #01-B2,PTHPOS1053,QC_急單量產,48,48,48399,邱奕凱,Z1002,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1293,7,2024-01-13 07:18:36.000,2024-01-13 02:08:00.000,N,2024-01-13 02:08:00.000,2024-01-13 03:18:00.000,2024-01-13 04:17:00.000,2613153A04,241B3013-01-00,-L6L7,PLG1ANL1,H3 DVCP後烘烤烤箱 #01-B1,PTHPOS1043,QC_急單量產,18,18,48399,邱奕凱,Z1002,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1296,51,2024-01-13 06:35:53.000,2024-01-13 03:15:37.553,N,2024-01-13 03:08:00.000,2024-01-13 03:18:39.000,2024-01-13 04:43:48.843,2231551A02,24153010-01-00,-L5L6,ABF1MPO1,H3 直立式烤箱 BOX OVEN# 04-B2,ABFMPO2083,C_量產,48,48,77693,"艾沙卡尼            ",艾沙卡尼,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1298,42,2024-01-13 19:08:30.000,2024-01-13 07:52:21.083,D,2024-01-13 03:19:00.000,2024-01-13 07:57:18.000,2024-01-13 08:32:05.737,2287041D09,23CC3021-01-01,-Outer,IMT1DSC1,H3 DESCUM LINE #01,IMTDSC1013,QC_急單量產,1,1,48205,"詹耀仁              ",50715,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1299,42,2024-01-13 19:08:30.000,2024-01-13 08:27:36.640,D,2024-01-13 03:19:00.000,2024-01-13 08:41:36.000,2024-01-13 09:11:12.083,2287041D09,23CC3021-01-00,-Outer,IMT1DSC1,H3 DESCUM LINE #01,IMTDSC1013,QC_急單量產,11,11,48205,"詹耀仁              ",50715,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1300,28,2024-01-13 06:26:50.000,2024-01-13 03:21:34.230,N,2024-01-13 03:21:00.000,2024-01-13 04:19:09.000,2024-01-13 06:20:55.307,5808348A02,23C73010-01-00,-Outer,SMK1UDI1,H3 DI曝光機#02,SMKEXP2023,QS_急料樣品,36,36,27382,"李秋美              ",Z1151,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1301,8,2024-01-22 01:18:18.000,2024-01-13 03:38:56.313,N,2024-01-13 02:26:00.000,2024-01-13 03:39:19.000,2024-01-13 04:01:52.517,3262019A07,241A3012-01-00,-L10L11,PLG1PTR1,H3 PLUGGING IN CZ,PLGPTR1013,QC_急單量產,48,48,77892,"古多馬              ",77892,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1302,8,2024-01-22 01:18:18.000,2024-01-13 03:42:36.970,N,2024-01-13 03:01:00.000,2024-01-13 04:11:23.000,2024-01-13 05:01:22.057,3262019A07,241A3012-02-00,-L10L11,PLG1PTR1,H3 PLUGGING IN CZ,PLGPTR1013,QC_急單量產,48,48,77892,"古多馬              ",77892,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1303,8,2024-01-22 01:18:18.000,2024-01-13 03:42:32.063,N,2024-01-13 03:01:00.000,2024-01-13 03:55:10.000,2024-01-13 04:18:44.837,3262019A07,241A3012-03-00,-L10L11,PLG1PTR1,H3 PLUGGING IN CZ,PLGPTR1013,QC_急單量產,48,48,77892,"古多馬              ",77892,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1304,8,2024-01-22 01:18:18.000,2024-01-13 03:12:07.750,N,2024-01-13 02:26:00.000,2024-01-13 03:13:06.000,2024-01-13 03:37:37.683,2230202C05,24193008-01-00,-L4L5,PLG1PTR1,H3 PLUGGING IN CZ,PLGPTR1013,QC_急單量產,48,48,77892,"古多馬              ",77892,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1305,1,2024-01-17 10:54:36.000,2024-01-13 03:25:37.803,N,2024-01-13 03:25:00.000,2024-01-13 03:27:57.000,2024-01-13 04:21:35.597,2231490AT4,241C3054-01-00,-L5L6,WPR1WPR1,H3 SUEP 蝕薄銅線,WPRWPR1013,E4_實驗4,40,40,59383,"朱清溪              ",59383,S2,NULL,2.0.23.12.01.1,1,0,NULL,1
1307,5,2024-01-13 09:11:32.000,2024-01-13 03:49:41.043,N,2024-01-13 03:24:00.000,2024-01-13 07:10:55.000,2024-01-13 07:36:14.557,2231551A02,24193005-04-00,-L5L6,PTH1ECU1,H3 PTH水平線,PTHECU1013,C_量產,48,48,76490,"木杰汀              ",76490,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1310,11,2024-01-13 11:29:55.000,2024-01-13 03:35:00.000,N,2024-01-13 03:35:00.000,2024-01-13 05:53:00.000,2024-01-13 08:38:00.000,2231551A02,24193005-03-00,-L5L6,PLG1POS1,H3 Oven#01,PLGPOS1013,C_量產,48,48,49021,賴彥志,U10072,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1313,70,2024-01-13 06:09:11.000,2024-01-13 03:35:25.783,N,2024-01-13 03:35:00.000,2024-01-13 04:06:31.000,2024-01-13 04:31:54.040,2811X20B01,23CM3044-01-00,-L2L11,LTH1UDI1,H3 SAPCF LDI #08,LTHEXP2083,QS_急料樣品,3,3,50722,"鐘志旺              ",49599,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1314,70,2024-01-13 06:09:11.000,2024-01-13 03:35:13.370,N,2024-01-13 03:35:00.000,2024-01-13 04:20:29.000,2024-01-13 04:53:27.050,3288008AT1,23BG3023-01-03,-Outer,LTH1UDI1,H3 SAPCF LDI #08,LTHEXP2083,E2_實驗2,1,1,50722,"鐘志旺              ",49599,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1315,70,2024-01-13 04:13:29.000,2024-01-13 03:35:18.640,N,2024-01-13 03:35:00.000,2024-01-13 03:51:23.000,2024-01-13 04:13:07.590,3262019A07,23CT3019-02-01,-L8L13,LTH1UDI1,H3 SAPCF LDI #06,LTHEXP2063,C_量產,1,1,25401,"何宜穎              ",49599,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1316,3,2024-02-06 17:47:37.000,2024-01-13 06:30:31.333,N,2024-01-13 02:16:00.000,2024-01-13 06:30:47.413,2024-01-15 01:46:55.420,2231510B04,241C3009-01-00,-L4L5,MDL2MDL1,H3 HITACHI 鑽孔機 200K #66,MDLMDL1423,C_量產,48,48,77743,"孟妮葵              ",77048,NULL,NULL,2.0.24.01.31.1,1,0,NULL,1
1317,3,2024-02-06 17:47:36.000,2024-01-13 10:28:14.917,D,2024-01-13 02:16:00.000,2024-01-13 10:28:39.720,2024-01-15 01:46:34.227,2231510B04,241C3009-02-00,-L4L5,MDL2MDL1,H3 HITACHI 鑽孔機 200K #04,MDLMDL1043,C_量產,48,48,77743,"孟妮葵              ",77743,NULL,NULL,2.0.24.01.31.1,1,0,NULL,1
1318,11,2024-01-13 06:43:09.000,2024-01-13 03:38:00.000,N,2024-01-13 03:38:00.000,2024-01-13 03:43:00.000,2024-01-13 06:40:00.000,2231551A02,24193005-02-00,-L5L6,PLG1POS1,H3 Oven#02,PLGPOS1023,C_量產,48,48,49021,賴彥志,U10072,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1323,27,2024-01-13 06:11:37.000,2024-01-13 03:42:38.757,N,2024-01-13 03:42:00.000,2024-01-13 05:15:57.000,2024-01-13 06:05:23.160,2165300G03,23CC3013-01-02,-Outer,SMK1VPF2,H3 SM PET#03,SMKVPF1033,C_量產,1,1,48199,"鄧守為              ",JEM,N/A,NULL,2.0.23.12.25.1,1,0,NULL,1
1328,20,2024-01-13 06:08:49.000,2024-01-13 03:46:11.550,N,2024-01-13 02:02:00.000,2024-01-13 03:56:49.000,2024-01-13 04:04:49.300,2165300G03,23CC3013-01-00,-Outer,SMK1MEC1,H3 SM CZ#01,SMKMEC1013,C_量產,23,23,Z0084,"宇裘馬              ",Z0084,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1331,4,2024-01-13 05:05:47.000,2024-01-13 03:48:33.090,N,2024-01-13 03:48:00.000,2024-01-13 04:03:45.000,2024-01-13 05:04:10.787,2231541A02,241A3002-01-00,-L4L5,MDL2DBR1,H3 Deburr,MDLDBR1013,C_量產,48,48,48189,"張智凱              ",77922,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1334,19,2024-01-15 11:58:35.000,2024-01-15 10:40:54.267,D,2024-01-13 02:32:00.000,2024-01-15 10:58:27.000,2024-01-15 11:27:17.247,2231551A02,23CL3010-01-00,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,C_量產,48,48,48199,"鄧守為              ",Z1221,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1335,19,2024-01-15 23:16:37.000,2024-01-15 21:56:15.807,N,2024-01-13 03:10:00.000,2024-01-15 22:02:22.000,2024-01-15 22:17:24.093,2231551A02,23CM3018-02-00,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,C_量產,48,48,48199,"鄧守為              ",Z1263,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1336,22,2024-01-19 23:14:38.000,2024-01-13 03:49:42.983,N,2024-01-13 03:49:00.000,2024-01-13 03:56:38.000,2024-01-13 04:54:34.700,2287046A02,23C73009-01-01,-Outer,SMK1PTR1,H3 SM RC#8/RC#9,SMKPTR1043,QS_急料樣品,1,1,77935,"丹唯                ",78689,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
1337,42,2024-01-13 19:08:30.000,2024-01-13 07:52:53.377,D,2024-01-13 03:49:00.000,2024-01-13 08:22:57.000,2024-01-13 09:11:04.793,2231510B04,23CF3033-01-00,-Outer,IMT1DSC1,H3 DESCUM LINE #01,IMTDSC1013,C_量產,48,48,48205,"詹耀仁              ",50715,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1338,4,2024-01-13 14:09:02.000,2024-01-13 03:51:59.690,D,2024-01-13 03:51:00.000,2024-01-13 13:36:07.000,2024-01-13 14:04:12.300,2616247T07,241A3013-01-00,-L11L12,MDL2DBR1,H3 Deburr,MDLDBR1013,E3_實驗3,14,14,58162,"林育任              ",48188,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1340,19,2024-01-15 23:21:41.000,2024-01-15 22:38:44.877,N,2024-01-13 03:49:00.000,2024-01-15 23:01:02.000,2024-01-15 23:18:49.740,2231541A02,23CT3010-02-00,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,C_量產,48,48,48199,"鄧守為              ",Z1263,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1349,51,2024-01-13 06:35:53.000,2024-01-13 04:05:00.760,N,2024-01-13 03:58:00.000,2024-01-13 04:07:51.000,2024-01-13 04:44:10.587,2231551A02,24143009-04-00,-L5L6,ABF1MPO1,H3 直立式烤箱 BOX OVEN# 04-B1,ABFMPO2073,C_量產,48,48,Z1213,"平納銳              ",平納銳,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1352,4,2024-01-13 06:56:37.000,2024-01-13 04:00:13.143,N,2024-01-13 04:00:00.000,2024-01-13 06:10:30.000,2024-01-13 06:56:20.733,2231541A02,241A3002-02-00,-L4L5,MDL2DBR1,H3 Deburr,MDLDBR1013,C_量產,48,48,48189,"張智凱              ",77922,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1353,4,2024-01-13 15:59:33.000,2024-01-13 04:00:34.087,D,2024-01-13 04:00:00.000,2024-01-13 14:50:57.000,2024-01-13 15:58:10.040,2231541A02,241A3002-03-00,-L4L5,MDL2DBR1,H3 Deburr,MDLDBR1013,C_量產,48,48,48188,"彭國焮              ",48188,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1354,4,2024-01-13 23:07:29.000,2024-01-13 04:00:47.690,N,2024-01-13 04:00:00.000,2024-01-13 22:41:35.000,2024-01-13 23:06:28.733,2231541A02,241A3002-04-00,-L4L5,MDL2DBR1,H3 Deburr,MDLDBR1013,C_量產,48,48,47353,"張明塘              ",Z0318,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1355,4,2024-01-13 13:48:52.000,2024-01-13 04:01:01.083,N,2024-01-13 04:00:00.000,2024-01-13 06:45:09.000,2024-01-13 10:39:01.620,2231551A02,241A3001-02-00,-L5L6,MDL2DBR1,H3 Deburr,MDLDBR1013,C_量產,48,48,48189,"張智凱              ",77922,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1356,4,2024-01-13 06:31:26.000,2024-01-13 04:01:13.500,N,2024-01-13 04:01:00.000,2024-01-13 05:25:19.000,2024-01-13 06:26:43.470,2231551A02,241A3001-04-00,-L5L6,MDL2DBR1,H3 Deburr,MDLDBR1013,C_量產,48,48,48189,"張智凱              ",77922,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1357,4,2024-01-13 14:54:17.000,2024-01-13 04:01:26.270,D,2024-01-13 04:01:00.000,2024-01-13 14:21:35.000,2024-01-13 14:51:09.290,2231551A02,241A3001-05-00,-L5L6,MDL2DBR1,H3 Deburr,MDLDBR1013,C_量產,48,48,48188,"彭國焮              ",48188,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1358,4,2024-01-13 06:11:16.000,2024-01-13 04:01:45.170,N,2024-01-13 04:01:00.000,2024-01-13 05:01:24.000,2024-01-13 06:10:49.877,2231551A02,241A3001-06-00,-L5L6,MDL2DBR1,H3 Deburr,MDLDBR1013,C_量產,48,48,48189,"張智凱              ",77922,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
