Pkey,AreaID,UploadTime,SystemTime,Class,LastEndTime,StartTime,EndTime,Partnum,Lotnum,Layer,ProcName,EQID,MachineNo,IType,Inputpcs,Outputpcs,WID,User,OP,Remark,NCN,Version,Flag,Count,CreateTime,Enable
1126,67,2024-01-13 02:36:46.000,2024-01-13 00:34:00.000,N,2024-01-13 00:34:00.000,2024-01-13 02:06:00.000,2024-01-13 02:33:00.000,2230634A05,23C43018-03-00,-Outer,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,QC_急單量產,42,42,48310,杜志仁,Z1385,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1128,4,2024-01-13 03:29:33.000,2024-01-13 01:02:05.393,N,2024-01-13 00:35:00.000,2024-01-13 02:08:16.000,2024-01-13 03:24:31.560,2231551A02,24193005-04-00,-L5L6,MDL2DBR1,H3 Deburr,MDLDBR1013,C_量產,48,48,48189,"張智凱              ",77922,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1133,64,2024-01-13 05:49:53.000,2024-01-13 01:04:19.470,N,2024-01-13 00:51:00.000,2024-01-13 01:04:50.000,2024-01-13 02:05:07.367,2231551A02,23CT3012-01-00,-L3L8,SAP1NOV1,H3 SAPCF OVEN #08-左上,SAPNOV1193,C_量產,48,48,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
1134,11,2024-01-13 06:43:09.000,2024-01-13 00:49:00.000,N,2024-01-13 00:49:00.000,2024-01-13 03:43:00.000,2024-01-13 06:40:00.000,2230303C06,24193006-06-00,-L4L5,PLG1POS1,H3 Oven#02,PLGPOS1023,QC_急單量產,48,48,49021,賴彥志,U10072,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1135,70,2024-01-13 02:34:56.000,2024-01-13 00:51:51.530,N,2024-01-13 00:51:00.000,2024-01-13 01:41:45.000,2024-01-13 02:33:43.550,3262019A07,23CM3017-04-00,-L6L15,LTH1UDI1,H3 SAPCF LDI #06,LTHEXP2063,C_量產,48,48,25401,"何宜穎              ",48311,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1136,70,2024-01-13 06:09:11.000,2024-01-13 00:52:13.900,N,2024-01-13 00:52:00.000,2024-01-13 02:33:22.000,2024-01-13 03:43:58.200,5808348A02,23CF3004-01-00,-L2L15,LTH1UDI1,H3 SAPCF LDI #08,LTHEXP2083,QS_急料樣品,24,24,50722,"鐘志旺              ",49599,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1137,70,2024-01-13 06:09:11.000,2024-01-13 00:53:47.190,N,2024-01-13 00:53:00.000,2024-01-13 02:11:59.000,2024-01-13 02:33:53.597,3288006G01,23C13005-01-00,-L3L16,LTH1UDI1,H3 SAPCF LDI #08,LTHEXP2083,ES_實驗樣品,6,6,50722,"鐘志旺              ",49599,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1138,70,2024-01-13 04:08:24.000,2024-01-13 00:54:00.250,N,2024-01-13 00:53:00.000,2024-01-13 03:35:02.000,2024-01-13 04:03:18.300,MFDME29B01,23BN3019-01-18,-Outer,LTH1UDI1,H3 SAPCF LDI #06,LTHEXP2063,E3_實驗3,1,1,25401,"何宜穎              ",49599,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1139,70,2024-01-13 04:08:24.000,2024-01-13 00:54:13.810,N,2024-01-13 00:54:00.000,2024-01-13 03:34:16.000,2024-01-13 04:03:13.390,MFDME29B01,23BN3019-01-21,-Outer,LTH1UDI1,H3 SAPCF LDI #06,LTHEXP2063,E3_實驗3,1,1,25401,"何宜穎              ",49599,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1141,41,2024-01-13 16:15:17.000,2024-01-13 01:15:03.803,N,2024-01-13 00:53:00.000,2024-01-13 01:15:06.447,2024-01-13 02:12:13.723,2835429F04,23B81023-02-00,-Outer,OSP1OSP1,H3 OSP機 #02,OSPOSP2013,C_量產,30,30,47788,"林英智              ",Z0990,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1142,41,2024-01-13 16:15:17.000,2024-01-13 01:15:16.233,N,2024-01-13 00:53:00.000,2024-01-13 01:15:18.943,2024-01-13 02:17:10.213,2835429F04,23B81023-01-00,-Outer,OSP1OSP1,H3 OSP機 #02,OSPOSP2013,C_量產,58,58,47788,"林英智              ",Z0990,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1147,64,2024-01-13 06:17:41.000,2024-01-13 03:59:30.563,N,2024-01-13 00:59:00.000,2024-01-13 04:00:29.000,2024-01-13 05:12:24.843,2490Y14B03,23CR3032-01-00,-L3L10,SAP1NOV1,H3 SAPCF OVEN #07-右下,SAPNOV1183,C_量產,48,48,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
1148,56,2024-01-17 07:03:42.000,2024-01-13 01:35:47.263,N,2024-01-13 01:01:00.000,2024-01-13 03:49:15.000,2024-01-13 04:48:26.463,2231551A02,23CT3012-02-00,-L3L8,ABF2ABF1,H3 真空壓合機 #13,ABFABF1103,C_量產,48,48,Z1602,"平洛珍              ",洛珍,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
1154,3,2024-02-06 17:47:39.000,2024-01-13 02:31:54.550,N,2024-01-12 22:58:00.000,2024-01-13 02:32:59.337,2024-01-14 14:42:08.527,2231506C08,241C3008-03-00,-L5L6,MDL2MDL1,H3 HITACHI 鑽孔機 200K #29,MDLMDL2023,C_量產,48,48,77743,"孟妮葵              ",Z1711,NULL,NULL,2.0.24.01.31.1,1,0,NULL,1
1156,10,2024-01-13 17:33:08.000,2024-01-13 09:27:48.987,D,2024-01-13 01:05:00.000,2024-01-13 16:56:21.507,2024-01-13 17:31:01.013,3195N58A15,24151030-01-00,-Outer,PLG1STN1,H3 塞孔印刷機 #02,PLGSTN1023,C_量產,40,40,48167,"張昱竣              ",90159,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1157,5,2024-01-13 02:48:02.000,2024-01-13 01:41:17.187,N,2024-01-13 01:07:00.000,2024-01-13 02:08:54.000,2024-01-13 02:45:11.937,3848029B02,24193021-01-00,-L10L11,PTH1ECU1,H3 PTH水平線,PTHECU1013,C_量產,48,48,48399,"邱奕凱              ",48399,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1159,10,2024-01-13 18:48:41.000,2024-01-13 09:28:20.670,D,2024-01-13 01:13:00.000,2024-01-13 18:21:16.980,2024-01-13 18:45:28.520,5143073C04,23CT1060-01-00,-Outer,PLG1STN1,H3 塞孔印刷機 #02,PLGSTN1023,C_量產,34,34,48167,"張昱竣              ",90159,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1160,70,2024-01-13 06:09:11.000,2024-01-13 01:15:32.257,N,2024-01-13 00:59:00.000,2024-01-13 02:46:52.000,2024-01-13 03:51:40.500,3262019A07,23BO3022-01-00,-Outer,LTH1UDI1,H3 SAPCF LDI #07,LTHEXP2073,C_量產,48,48,50722,"鐘志旺              ",49599,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1162,19,2024-01-14 16:06:22.000,2024-01-14 08:16:01.773,D,2024-01-13 00:31:00.000,2024-01-14 08:58:38.000,2024-01-14 09:21:03.080,2231541A02,23CP3017-02-00,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,C_量產,42,42,48199,"鄧守為              ",Z1221,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1164,19,2024-01-13 17:04:37.000,2024-01-13 16:17:01.243,D,2024-01-13 00:07:00.000,2024-01-13 16:21:11.000,2024-01-13 16:32:16.667,2230275B04,23CI3017-01-00,-Outer,SMK1CLN1,H3 SMK 超音波水洗 #01,SMKCLN1013,QC_急單量產,7,7,48199,"鄧守為              ",Z1221,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1165,9,2024-01-13 03:40:53.000,2024-01-13 01:15:56.393,N,2024-01-13 01:15:00.000,2024-01-13 01:39:59.000,2024-01-13 03:35:52.840,2231551A02,24193005-03-00,-L5L6,PLG1VCP1,H3 真空塞孔 #05,PLGVCP1053,C_量產,48,48,49021,"賴彥志              ",Z0945,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1166,9,2024-01-13 05:26:58.000,2024-01-13 01:16:07.033,N,2024-01-13 01:16:00.000,2024-01-13 03:38:40.000,2024-01-13 05:24:15.677,2231551A02,24193005-01-00,-L5L6,PLG1VCP1,H3 真空塞孔 #05,PLGVCP1053,C_量產,48,48,49021,"賴彥志              ",Z0945,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1167,67,2024-01-14 22:07:15.000,2024-01-13 01:28:18.423,N,1900-01-01 00:00:00.000,2024-01-13 02:41:36.000,2024-01-13 03:35:17.267,3262019A07,23CT3019-02-01,-L8L13,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,C_量產,1,1,48310,"杜志仁              ",14595,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1168,64,2024-01-13 06:17:41.000,2024-01-13 01:34:30.127,N,2024-01-13 01:14:00.000,2024-01-13 01:52:15.000,2024-01-13 02:53:29.180,3288008AT2,23BG3024-01-01,-Outer,SAP1NOV1,H3 SAPCF OVEN #08-右上,SAPNOV1213,E2_實驗2,1,1,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
1169,64,2024-01-13 05:49:53.000,2024-01-13 01:33:00.297,N,2024-01-13 01:15:00.000,2024-01-13 01:35:50.000,2024-01-13 02:53:35.413,3288008AT1,23BG3023-01-00,-Outer,SAP1NOV1,H3 SAPCF OVEN #06-右上,SAPNOV1133,E2_實驗2,3,3,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
1170,64,2024-01-13 05:49:53.000,2024-01-13 01:32:52.547,N,2024-01-13 01:17:00.000,2024-01-13 01:34:31.000,2024-01-13 02:53:13.770,PDINS01N01,23CL3023-01-00,-Outer,SAP1NOV1,H3 SAPCF OVEN #06-左上,SAPNOV1113,E3_實驗3,4,4,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
1171,64,2024-01-13 05:49:53.000,2024-01-13 01:32:56.133,N,2024-01-13 01:17:00.000,2024-01-13 01:34:31.000,2024-01-13 02:53:21.947,PDINS01R01,23CL3024-01-00,-Outer,SAP1NOV1,H3 SAPCF OVEN #06-左上,SAPNOV1113,E3_實驗3,4,4,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
1172,3,2024-02-06 17:47:38.000,2024-01-13 10:57:19.683,D,2024-01-13 00:33:00.000,2024-01-13 10:57:46.003,2024-01-14 00:56:21.837,5808342B03,241C3010-02-00,-L8L9,MDL2MDL1,H3 HITACHI 鑽孔機 200K #08,MDLMDL1083,C_量產,48,48,77743,"孟妮葵              ",77743,NULL,NULL,2.0.24.01.31.1,1,0,NULL,1
1174,51,2024-01-13 02:18:03.000,2024-01-13 01:37:50.813,N,2024-01-13 01:18:00.000,2024-01-13 01:39:42.000,2024-01-13 02:14:57.690,2231551A02,23CP3016-06-00,-L2L9,ABF2MPO1,H3 直立式烤箱 BOX OVEN# 04-B4,ABFMPO2123,C_量產,30,30,77693,"艾沙卡尼            ",艾沙卡尼,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1175,10,2024-01-13 21:14:47.000,2024-01-13 09:27:14.643,N,2024-01-13 01:21:00.000,2024-01-13 20:47:01.963,2024-01-13 21:12:36.710,2462W59M08,24141022-01-00,-Outer,PLG1STN1,H3 塞孔印刷機 #02,PLGSTN1023,C_量產,34,34,48167,"張昱竣              ",90191,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1176,10,2024-01-13 18:48:41.000,2024-01-13 09:28:29.160,D,2024-01-13 01:21:00.000,2024-01-13 18:03:01.420,2024-01-13 18:45:42.610,5143073C04,23CT1098-01-00,-Outer,PLG1STN1,H3 塞孔印刷機 #02,PLGSTN1023,C_量產,34,34,48167,"張昱竣              ",90159,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1180,6,2024-01-13 04:45:10.000,2024-01-13 01:22:38.390,N,2024-01-13 01:22:00.000,2024-01-13 02:50:15.000,2024-01-13 04:36:30.647,2231551A02,24183005-04-00,-L5L6,PTH1PCU1,H3 CU PLATING LINE,PTHPCU1013,C_量產,48,48,26313,"邱品蒼              ",55128,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1181,11,2024-01-13 03:31:29.000,2024-01-13 01:22:00.000,N,2024-01-13 01:22:00.000,2024-01-13 01:38:00.000,2024-01-13 03:26:00.000,2490N23F03,24131026-01-00,-Outer,PLG1POS1,H3 Oven#03,PLGPOS1033,C_量產,34,34,49021,賴彥志,U10072,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1182,11,2024-01-13 03:31:29.000,2024-01-13 01:24:00.000,N,2024-01-13 01:24:00.000,2024-01-13 01:38:00.000,2024-01-13 03:26:00.000,2490N23F03,23CT1088-04-00,-Outer,PLG1POS1,H3 Oven#03,PLGPOS1033,C_量產,34,34,49021,賴彥志,U10072,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1185,5,2024-01-13 02:32:56.000,2024-01-13 01:41:13.657,N,2024-01-13 01:25:00.000,2024-01-13 01:52:26.000,2024-01-13 02:28:34.590,2231551A02,241A3001-03-00,-L5L6,PTH1ECU1,H3 PTH水平線,PTHECU1013,C_量產,48,48,48399,"邱奕凱              ",48399,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1187,2,2024-01-13 05:33:54.000,2024-01-13 01:24:00.000,N,2024-01-13 01:24:00.000,2024-01-13 01:56:00.000,2024-01-13 03:22:00.000,5143443B05,241C3020-02-00,-L3L4,MDL2POS1,H3 鑽孔烤箱#02 (88D3P)-R,MDLPOS1033,C_量產,22,22,79012,木露希,Z0318,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1190,42,2024-01-15 21:07:48.000,2024-01-13 03:58:42.183,N,2024-01-13 01:28:00.000,2024-01-13 04:09:17.000,2024-01-13 05:46:11.563,2231509C09,23CB3023-01-00,-Outer,IMT1DSC1,H3 DESCUM LINE #01,IMTDSC1013,C_量產,24,24,48205,"詹耀仁              ",48122,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1191,42,2024-01-15 21:07:48.000,2024-01-13 03:34:16.627,N,2024-01-13 01:29:00.000,2024-01-13 03:36:25.000,2024-01-13 04:20:03.263,2231551A02,23CB3015-06-00,-Outer,IMT1DSC1,H3 DESCUM LINE #01,IMTDSC1013,C_量產,48,48,48205,"詹耀仁              ",48122,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1196,41,2024-01-13 16:15:17.000,2024-01-13 01:42:52.817,N,2024-01-13 01:32:00.000,2024-01-13 01:42:55.870,2024-01-13 03:53:09.230,2835429F04,23B81023-01-01,-Outer,OSP1OSP1,H3 OSP機 #02,OSPOSP2013,C_量產,102,102,47788,"林英智              ",Z0990,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1197,10,2024-01-13 22:15:15.000,2024-01-13 09:27:30.133,N,2024-01-13 01:30:00.000,2024-01-13 21:12:48.267,2024-01-13 22:14:10.760,2462W59M08,24141022-03-00,-Outer,PLG1STN1,H3 塞孔印刷機 #02,PLGSTN1023,C_量產,34,34,48167,"張昱竣              ",90191,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1198,2,2024-01-13 05:33:54.000,2024-01-13 01:30:00.000,N,2024-01-13 01:29:00.000,2024-01-13 01:56:00.000,2024-01-13 03:22:00.000,5143443B05,241C3020-01-00,-L3L4,MDL2POS1,H3 鑽孔烤箱#02 (88D3P)-R,MDLPOS1033,C_量產,36,36,79012,木露希,Z0318,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1200,11,2024-01-13 05:12:30.000,2024-01-13 01:32:00.000,N,2024-01-13 01:32:00.000,2024-01-13 02:00:00.000,2024-01-13 05:08:00.000,2231510B04,24183013-01-00,-L4L5,PLG1POS1,H3 Oven#02,PLGPOS1023,C_量產,48,48,49021,賴彥志,U10072,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1201,20,2024-01-13 02:31:48.000,2024-01-13 01:34:26.310,N,2024-01-12 22:27:00.000,2024-01-13 02:10:17.000,2024-01-13 02:23:36.217,2287046A02,23C73009-01-01,-Outer,SMK1MEC1,H3 SM CZ#01,SMKMEC1013,QS_急料樣品,1,1,Z0084,"宇裘馬              ",Z0084,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1202,41,2024-01-13 16:15:17.000,2024-01-13 03:26:13.807,N,2024-01-13 01:32:00.000,2024-01-13 03:26:20.897,2024-01-13 04:08:10.937,2835429F04,23B81023-02-01,-Outer,OSP1OSP1,H3 OSP機 #02,OSPOSP2013,C_量產,130,130,47788,"林英智              ",Z0990,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1203,64,2024-01-13 06:17:41.000,2024-01-13 03:58:48.233,N,2024-01-13 01:34:00.000,2024-01-13 03:59:08.000,2024-01-13 05:12:20.733,PEEXP87A01,23CK3019-01-05,-Outer,SAP1NOV1,H3 SAPCF OVEN #07-右上,SAPNOV1173,E3_實驗3,1,1,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
1205,64,2024-01-13 06:17:41.000,2024-01-13 02:20:20.770,N,2024-01-13 01:35:00.000,2024-01-13 02:22:21.000,2024-01-13 03:00:56.053,2287063A01,23CI3005-01-00,-Outer,SAP1NOV1,H3 SAPCF OVEN #07-左上,SAPNOV1153,QS_急料樣品,12,12,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
1206,64,2024-01-13 05:49:52.000,2024-01-13 01:37:20.130,N,2024-01-13 01:37:00.000,2024-01-13 01:38:25.000,2024-01-13 02:53:49.017,2231551A02,23CQ3006-01-00,-L2L9,SAP1NOV1,H3 SAPCF OVEN #06-右下,SAPNOV1143,C_量產,48,48,48310,"杜志仁              ",洛多,-,NULL,2.0.23.11.27.1,1,0,NULL,1
1207,6,2024-01-13 05:36:02.000,2024-01-13 01:39:33.000,N,2024-01-13 01:39:00.000,2024-01-13 03:25:30.000,2024-01-13 05:26:04.050,2231551A02,24193005-06-00,-L5L6,PTH1PCU1,H3 CU PLATING LINE,PTHPCU1013,C_量產,48,48,26313,"邱品蒼              ",55128,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1208,22,2024-01-19 23:19:44.000,2024-01-13 01:37:00.970,N,2024-01-13 01:36:00.000,2024-01-13 01:48:26.000,2024-01-13 02:27:57.230,2230193D09,23CF3038-01-00,-Outer,SMK1PTR1,H3 SM RC#8/RC#9,SMKPTR1043,QC_急單量產,12,12,77935,"丹唯                ",78689,OK,NULL,2.0.23.12.25.1,1,0,NULL,1
1210,2,2024-01-13 16:39:19.000,2024-01-13 01:41:00.000,N,2024-01-13 01:41:00.000,2024-01-13 03:23:00.000,2024-01-13 06:33:00.000,3195X91C05,241C3018-02-00,-L2L3,MDL2POS1,H3 鑽孔烤箱#02 (88D3P)-L,MDLPOS1043,C_量產,24,24,79012,木露希,Z0318,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1211,70,2024-01-13 06:09:11.000,2024-01-13 01:43:20.390,N,2024-01-13 01:34:00.000,2024-01-13 03:52:41.000,2024-01-13 04:53:19.080,3262019A07,23CF3021-01-00,-L5L16,LTH1UDI1,H3 SAPCF LDI #07,LTHEXP2073,C_量產,48,48,50722,"鐘志旺              ",49599,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1212,70,2024-01-13 04:38:40.000,2024-01-13 01:43:48.553,N,2024-01-13 01:43:00.000,2024-01-13 02:38:04.000,2024-01-13 04:37:27.207,2231551A02,23CR3015-03-00,-L2L9,LTH1UDI1,H3 SAPCF LDI #06,LTHEXP2063,C_量產,48,48,25401,"何宜穎              ",48311,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1213,11,2024-01-13 05:12:30.000,2024-01-13 01:42:00.000,N,2024-01-13 01:42:00.000,2024-01-13 02:00:00.000,2024-01-13 05:08:00.000,2231551A02,24183005-01-00,-L5L6,PLG1POS1,H3 Oven#02,PLGPOS1023,C_量產,48,48,49021,賴彥志,U10072,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1216,51,2024-01-13 03:18:32.000,2024-01-13 01:55:00.000,N,2024-01-13 01:47:00.000,2024-01-13 01:58:00.000,2024-01-13 03:18:00.000,2231551A02,23CT3020-03-00,-L3L8,ABF2MPO1,H3 直立式烤箱 BOX OVEN# 04-B2,ABFMPO2083,C_量產,48,48,Z1213,平納銳,平納銳,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1217,10,2024-01-13 22:45:32.000,2024-01-13 09:27:41.420,N,2024-01-13 01:44:00.000,2024-01-13 22:14:20.120,2024-01-13 22:43:40.000,2462W59M08,24141022-04-00,-Outer,PLG1STN1,H3 塞孔印刷機 #02,PLGSTN1023,C_量產,34,34,48167,"張昱竣              ",90191,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1218,67,2024-01-13 03:35:32.000,2024-01-13 01:48:59.933,N,2024-01-13 01:48:00.000,2024-01-13 02:40:45.000,2024-01-13 03:35:12.003,3288008AT1,23BG3023-01-03,-Outer,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,E2_實驗2,1,1,48310,"杜志仁              ",Z1385,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1219,67,2024-01-13 03:05:19.000,2024-01-13 01:49:06.740,N,2024-01-13 01:49:00.000,2024-01-13 02:34:02.000,2024-01-13 02:59:34.793,2230618T01,23BH3016-01-00,-L2L17,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,E3_實驗3,10,10,48310,"杜志仁              ",Z1385,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1223,39,2024-01-14 06:19:22.000,2024-01-13 13:54:52.427,D,2024-01-13 01:47:00.000,2024-01-13 13:58:19.000,2024-01-14 04:04:36.347,2231509C09,23C73016-01-00,-Outer,IMT1PRE1,H3 表面前處理線,IMTPRE1033,C_量產,46,46,47788,"林英智              ",79028,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1224,39,2024-01-13 06:35:59.000,2024-01-13 01:56:29.440,N,2024-01-13 00:18:00.000,2024-01-13 02:12:55.000,2024-01-13 02:45:01.137,2231510B04,23CD3008-02-00,-Outer,IMT1PRE1,H3 表面前處理線,IMTPRE1033,C_量產,48,48,47788,"林英智              ",79028,NA,NULL,2.0.23.12.25.1,1,0,NULL,1
1225,10,2024-01-13 20:49:36.000,2024-01-13 09:27:22.433,N,2024-01-13 01:53:00.000,2024-01-13 20:15:13.850,2024-01-13 20:47:12.053,2462W59M08,24141022-02-00,-Outer,PLG1STN1,H3 塞孔印刷機 #02,PLGSTN1023,C_量產,34,34,48167,"張昱竣              ",90191,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1226,2,2024-01-13 16:39:19.000,2024-01-13 01:50:00.000,N,2024-01-13 01:50:00.000,2024-01-13 03:23:00.000,2024-01-13 06:33:00.000,3195X91C05,241C3018-01-00,-L2L3,MDL2POS1,H3 鑽孔烤箱#02 (88D3P)-L,MDLPOS1043,C_量產,48,48,79012,木露希,Z0318,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1227,6,2024-01-13 04:14:35.000,2024-01-13 01:53:00.000,N,2024-01-13 01:53:00.000,2024-01-13 02:15:00.000,2024-01-13 04:00:00.000,2231551A02,24193005-07-00,-L5L6,PTH1PCU1,H3 CU PLATING LINE,PTHPCU1013,C_量產,48,48,26313,邱品蒼,55128,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
1228,40,2024-01-23 10:58:15.000,2024-01-13 01:56:46.020,N,2024-01-13 01:56:00.000,2024-01-13 02:00:09.000,2024-01-13 03:56:25.107,PEIMT03A02,241C3024-01-00,-Outer,IMT1IMT1,H3 化錫線 #02,IMTIMT1023,E4_實驗4,32,32,47788,"林英智              ",77160,23AJ6004-02-00,NULL,2.0.23.12.25.1,1,0,NULL,1
1229,3,2024-02-06 17:47:38.000,2024-01-13 01:56:31.743,N,2024-01-13 01:44:00.000,2024-01-13 02:18:29.720,2024-01-13 15:17:35.980,2674005B01,241C3027-01-00,-L5L6,MDL2MDL1,H3 HITACHI 鑽孔機 200K #31,MDLMDL2043,ES_實驗樣品,3,3,77743,"孟妮葵              ",Z1711,NULL,NULL,2.0.24.01.31.1,1,0,NULL,1
1231,10,2024-01-13 18:03:23.000,2024-01-13 09:27:58.503,D,2024-01-13 02:00:00.000,2024-01-13 17:31:42.543,2024-01-13 18:02:52.267,3195N58A15,24151030-02-00,-Outer,PLG1STN1,H3 塞孔印刷機 #02,PLGSTN1023,C_量產,11,11,48167,"張昱竣              ",90159,NULL,NULL,2.0.23.12.01.1,1,0,NULL,1
1234,67,2024-01-13 04:50:42.000,2024-01-13 02:03:00.000,N,2024-01-13 02:03:00.000,2024-01-13 04:20:00.000,2024-01-13 04:48:00.000,2231551A02,23CQ3006-04-00,-L2L9,LTH1ACD1,H3 SAPCF 壓膜前處理線 #03,LTHACD1023,C_量產,48,48,48310,杜志仁,Z1385,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1235,67,2024-01-13 05:44:50.000,2024-01-13 02:03:42.707,N,2024-01-13 02:03:00.000,2024-01-13 04:57:38.000,2024-01-13 05:44:42.193,2231551A02,23CR3015-01-00,-L2L9,LTH1ACD1,H3 SAPCF 壓膜前處理線 #04,LTHACD1033,C_量產,48,48,48310,"杜志仁              ",Z1385,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1236,67,2024-01-13 04:11:45.000,2024-01-13 02:03:32.760,N,2024-01-13 02:03:00.000,2024-01-13 02:44:30.000,2024-01-13 04:10:21.550,2231551A02,23CT3032-04-00,-L3L8,LTH1ACD1,H3 SAPCF 壓膜前處理線 #04,LTHACD1033,C_量產,48,48,48310,"杜志仁              ",Z1385,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1237,67,2024-01-14 22:17:24.000,2024-01-13 02:04:10.323,N,2024-01-13 02:04:00.000,2024-01-13 03:50:39.000,2024-01-13 04:51:48.687,2231551A02,23CR3015-07-00,-L2L9,LTH1ACD1,H3 SAPCF 壓膜前處理線 #04,LTHACD1033,C_量產,48,48,48310,"杜志仁              ",Z1385,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1238,67,2024-01-13 05:44:50.000,2024-01-13 02:04:25.633,N,2024-01-13 02:04:00.000,2024-01-13 04:25:07.000,2024-01-13 05:29:24.807,2231551A02,23CT3012-05-00,-L2L9,LTH1ACD1,H3 SAPCF 壓膜前處理線 #04,LTHACD1033,C_量產,48,48,48310,"杜志仁              ",Z1385,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1239,67,2024-01-14 22:17:24.000,2024-01-13 02:05:10.840,N,2024-01-13 02:05:00.000,2024-01-13 03:18:05.000,2024-01-13 04:10:35.543,2231551A02,23CT3012-01-00,-L3L8,LTH1ACD1,H3 SAPCF 壓膜前處理線 #04,LTHACD1033,C_量產,48,48,48310,"杜志仁              ",Z1385,NULL,NULL,2.0.23.11.27.1,1,0,NULL,1
1242,6,2024-01-13 06:06:27.000,2024-01-13 02:12:00.057,N,2024-01-13 02:11:00.000,2024-01-13 04:00:32.000,2024-01-13 05:50:53.850,2231551A02,241A3001-01-00,-L5L6,PTH1PCU1,H3 CU PLATING LINE,PTHPCU1013,C_量產,48,48,48466,"游志斌              ",55128,NULL,NULL,2.0.23.12.25.1,1,0,NULL,1
